runtime,image_name,ressource_limit,number_of_targets,std,mean,abweichung_in_prozent,konf_intervall_unten,konf_intervall_oben,docker_abweichung
runsc,go-httpd,min,5,134.43,7370.82,0.52,7332.4,7409.24,29.56
runsc,go-httpd,min,8,79.8,8847.9,0.26,8825.09,8870.71,33.8
runsc,go-httpd,min,13,92.25,9644.32,0.27,9617.95,9670.69,34.63
runsc,go-httpd,min,21,128.83,11421.18,0.32,11384.36,11458.0,37.0
runsc,nginx,default,1,29.39,3731.14,0.23,3722.74,3739.54,20.35
runsc,nginx,default,2,43.19,6896.89,0.18,6884.54,6909.23,29.36
runsc,nginx,default,3,28.74,8968.01,0.09,8959.79,8976.22,39.38
runsc,nginx,default,5,42.01,10369.57,0.12,10357.57,10381.58,44.27
runsc,nginx,default,8,52.48,10977.78,0.14,10962.79,10992.78,43.8
runsc,nginx,default,13,104.09,11992.92,0.25,11963.17,12022.68,44.65
runsc,nginx,default,21,104.23,13586.35,0.22,13556.56,13616.14,44.85
runsc,nginx,max,1,29.8,3730.77,0.23,3722.25,3739.28,20.32
runsc,nginx,max,2,40.2,6928.75,0.17,6917.26,6940.24,28.92
runsc,nginx,max,3,30.82,9018.05,0.1,9009.24,9026.86,38.89
runsc,nginx,max,5,31.37,10384.15,0.09,10375.19,10393.12,43.72
runsc,nginx,max,8,66.65,10977.64,0.17,10958.59,10996.68,43.47
runsc,nginx,max,13,109.72,12025.76,0.26,11994.4,12057.12,44.49
runsc,nginx,max,21,110.59,13610.63,0.23,13579.02,13642.24,44.8
runsc,nginx,min,1,23.05,462.53,1.42,455.94,469.12,2.56
runsc,nginx,min,2,7.63,920.53,0.24,918.35,922.71,3.93
runsc,nginx,min,3,20.71,1459.7,0.41,1453.78,1465.62,6.4
runsc,nginx,min,5,75.21,8716.25,0.25,8694.75,8737.75,37.34
runsc,nginx,min,8,73.38,9899.74,0.21,9878.76,9920.71,39.78
runsc,nginx,min,13,104.58,10908.29,0.27,10878.4,10938.18,40.83
runsc,nginx,min,21,101.41,12556.34,0.23,12527.36,12585.33,41.81
runsc,python-tornado,default,1,61.1,751.82,2.32,734.35,769.28,41.41
runsc,python-tornado,default,2,14.36,2058.19,0.2,2054.09,2062.29,57.75
runsc,python-tornado,default,3,18.81,3002.25,0.18,2996.87,3007.63,57.61
runsc,python-tornado,default,5,18.62,4628.8,0.11,4623.48,4634.13,60.62
runsc,python-tornado,default,8,18.28,4576.27,0.11,4571.05,4581.5,55.19
runsc,python-tornado,default,13,24.16,4943.04,0.14,4936.13,4949.94,54.05
runsc,python-tornado,default,21,26.32,5721.73,0.13,5714.21,5729.26,54.38
runsc,python-tornado,max,1,59.74,741.67,2.3,724.6,758.75,40.39
runsc,python-tornado,max,2,16.77,2057.82,0.23,2053.02,2062.61,57.55
runsc,python-tornado,max,3,18.64,3001.48,0.18,2996.16,3006.81,57.49
runsc,python-tornado,max,5,23.23,4625.38,0.14,4618.74,4632.02,60.39
runsc,python-tornado,max,8,18.58,4565.37,0.12,4560.06,4570.68,55.12
runsc,python-tornado,max,13,24.16,4940.22,0.14,4933.31,4947.12,54.26
runsc,python-tornado,max,21,27.95,5735.4,0.14,5727.41,5743.39,54.6
runsc,python-tornado,min,1,1.77,172.55,0.29,172.04,173.05,9.45
runsc,python-tornado,min,2,15.72,466.3,0.96,461.81,470.8,13.06
runsc,python-tornado,min,3,8.33,585.15,0.41,582.77,587.53,11.18
runsc,python-tornado,min,5,70.21,3094.47,0.65,3074.41,3114.54,40.42
runsc,python-tornado,min,8,30.3,4130.09,0.21,4121.43,4138.75,49.84
runsc,python-tornado,min,13,33.66,4548.98,0.21,4539.36,4558.6,49.99
runsc,python-tornado,min,21,33.86,5324.82,0.18,5315.14,5334.5,50.47
runsc,tomcat,default,1,61.47,6306.21,0.28,6288.64,6323.78,38.17
runsc,tomcat,default,2,53.16,7648.65,0.2,7633.45,7663.84,29.91
runsc,tomcat,default,3,62.28,8329.38,0.21,8311.58,8347.18,35.08
runsc,tomcat,default,5,111.2,7445.78,0.43,7414.0,7477.57,34.18
runsc,tomcat,default,8,88.1,5879.1,0.43,5853.92,5904.27,26.86
runsc,tomcat,default,13,71.43,5266.81,0.39,5246.39,5287.22,23.42
runsc,tomcat,default,21,81.43,5004.41,0.47,4981.14,5027.68,21.21
runsc,tomcat,max,1,56.4,6264.13,0.26,6248.01,6280.25,39.52
runsc,tomcat,max,2,40.89,7634.38,0.15,7622.69,7646.06,29.77
runsc,tomcat,max,3,55.62,8362.49,0.19,8346.6,8378.39,35.23
runsc,tomcat,max,5,145.79,7484.48,0.56,7442.81,7526.14,34.33
runsc,tomcat,max,8,68.53,5846.53,0.33,5826.94,5866.12,26.81
runsc,tomcat,max,13,52.51,5214.04,0.29,5199.03,5229.04,23.34
runsc,tomcat,max,21,79.28,4865.39,0.47,4842.73,4888.05,21.14
runsc,tomcat,min,1,3.7,180.25,0.59,179.2,181.31,19.96
runsc,tomcat,min,2,4.91,353.32,0.4,351.92,354.73,15.83
runsc,tomcat,min,3,11.92,509.96,0.67,506.56,513.37,14.78
runsc,tomcat,min,5,150.22,3995.1,1.07,3952.16,4038.03,18.96
runsc,tomcat,min,8,59.83,4589.37,0.37,4572.27,4606.47,21.42
runsc,tomcat,min,13,54.63,4232.27,0.37,4216.65,4247.88,19.24
runsc,tomcat,min,21,43.93,4081.74,0.31,4069.19,4094.29,16.83
