"runtime","image_name","ressource_limit","repeat","gflops","filepath"
"katafc","linpack","max","4","1.2003e+01","/opt/auswertung/Raw/bench_linpack_repeat35/max/katafc/linpack/repeat_4/linpack.txt"
"katafc","linpack","max","5","1.2018e+01","/opt/auswertung/Raw/bench_linpack_repeat35/max/katafc/linpack/repeat_5/linpack.txt"
"katafc","linpack","max","6","1.2034e+01","/opt/auswertung/Raw/bench_linpack_repeat35/max/katafc/linpack/repeat_6/linpack.txt"
"katafc","linpack","max","7","1.2025e+01","/opt/auswertung/Raw/bench_linpack_repeat35/max/katafc/linpack/repeat_7/linpack.txt"
"katafc","linpack","max","8","1.2009e+01","/opt/auswertung/Raw/bench_linpack_repeat35/max/katafc/linpack/repeat_8/linpack.txt"
"katafc","linpack","max","9","1.1996e+01","/opt/auswertung/Raw/bench_linpack_repeat35/max/katafc/linpack/repeat_9/linpack.txt"
"default","linpack","min","1","2.7441e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_1/linpack.txt"
"default","linpack","min","10","2.7772e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_10/linpack.txt"
"default","linpack","min","11","2.7588e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_11/linpack.txt"
"default","linpack","min","12","2.7498e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_12/linpack.txt"
"default","linpack","min","13","2.7703e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_13/linpack.txt"
"default","linpack","min","14","2.7084e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_14/linpack.txt"
"default","linpack","min","15","2.9849e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_15/linpack.txt"
"default","linpack","min","16","2.7396e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_16/linpack.txt"
"default","linpack","min","17","2.9249e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_17/linpack.txt"
"default","linpack","min","18","2.7195e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_18/linpack.txt"
"default","linpack","min","19","2.9504e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_19/linpack.txt"
"default","linpack","min","2","2.8160e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_2/linpack.txt"
"default","linpack","min","20","2.7867e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_20/linpack.txt"
"default","linpack","min","21","2.8744e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_21/linpack.txt"
"default","linpack","min","22","2.7727e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_22/linpack.txt"
"default","linpack","min","23","2.7555e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_23/linpack.txt"
"default","linpack","min","24","2.7329e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_24/linpack.txt"
"default","linpack","min","25","2.9402e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_25/linpack.txt"
"default","linpack","min","26","2.7286e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_26/linpack.txt"
"default","linpack","min","27","2.7669e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_27/linpack.txt"
"default","linpack","min","28","2.8341e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_28/linpack.txt"
"default","linpack","min","29","2.6977e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_29/linpack.txt"
"default","linpack","min","3","2.8340e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_3/linpack.txt"
"default","linpack","min","30","2.7703e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_30/linpack.txt"
"default","linpack","min","31","2.8030e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_31/linpack.txt"
"default","linpack","min","32","2.8633e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_32/linpack.txt"
"default","linpack","min","33","2.6771e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_33/linpack.txt"
"default","linpack","min","34","2.8769e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_34/linpack.txt"
"default","linpack","min","35","2.7118e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_35/linpack.txt"
"default","linpack","min","4","2.8535e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_4/linpack.txt"
"default","linpack","min","5","2.9466e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_5/linpack.txt"
"default","linpack","min","6","2.9717e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_6/linpack.txt"
"default","linpack","min","7","2.9017e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_7/linpack.txt"
"default","linpack","min","8","2.7174e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_8/linpack.txt"
"default","linpack","min","9","2.8219e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/default/linpack/repeat_9/linpack.txt"
"kata","linpack","min","1","9.9681e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_1/linpack.txt"
"kata","linpack","min","10","9.4840e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_10/linpack.txt"
"kata","linpack","min","11","9.8658e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_11/linpack.txt"
"kata","linpack","min","12","9.7819e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_12/linpack.txt"
"kata","linpack","min","13","9.9483e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_13/linpack.txt"
"kata","linpack","min","14","9.5515e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_14/linpack.txt"
"kata","linpack","min","15","9.5639e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_15/linpack.txt"
"kata","linpack","min","16","9.8266e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_16/linpack.txt"
"kata","linpack","min","17","9.5077e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_17/linpack.txt"
"kata","linpack","min","18","9.5561e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_18/linpack.txt"
"kata","linpack","min","19","9.6520e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_19/linpack.txt"
"kata","linpack","min","2","9.1740e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_2/linpack.txt"
"kata","linpack","min","20","9.8063e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_20/linpack.txt"
"kata","linpack","min","21","9.4864e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_21/linpack.txt"
"kata","linpack","min","22","9.3942e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_22/linpack.txt"
"kata","linpack","min","23","9.7748e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_23/linpack.txt"
"kata","linpack","min","24","9.9191e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_24/linpack.txt"
"kata","linpack","min","25","9.4735e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_25/linpack.txt"
"kata","linpack","min","26","1.0101e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_26/linpack.txt"
"kata","linpack","min","27","9.4848e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_27/linpack.txt"
"kata","linpack","min","28","9.7953e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_28/linpack.txt"
"kata","linpack","min","29","9.4853e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_29/linpack.txt"
"kata","linpack","min","3","9.4064e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_3/linpack.txt"
"kata","linpack","min","30","8.8710e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_30/linpack.txt"
"kata","linpack","min","31","9.8101e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_31/linpack.txt"
"kata","linpack","min","32","9.8513e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_32/linpack.txt"
"kata","linpack","min","33","9.5673e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_33/linpack.txt"
"kata","linpack","min","34","9.7789e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_34/linpack.txt"
"kata","linpack","min","35","9.6610e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_35/linpack.txt"
"kata","linpack","min","4","9.8290e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_4/linpack.txt"
"kata","linpack","min","5","9.6497e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_5/linpack.txt"
"kata","linpack","min","6","9.4883e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_6/linpack.txt"
"kata","linpack","min","7","9.6827e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_7/linpack.txt"
"kata","linpack","min","8","9.7470e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_8/linpack.txt"
"kata","linpack","min","9","9.5503e+00","/opt/auswertung/Raw/bench_linpack_repeat35/min/kata/linpack/repeat_9/linpack.txt"
"katafc","linpack","min","1","1.2035e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_1/linpack.txt"
"katafc","linpack","min","10","1.2033e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_10/linpack.txt"
"katafc","linpack","min","11","1.2023e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_11/linpack.txt"
"katafc","linpack","min","12","1.2032e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_12/linpack.txt"
"katafc","linpack","min","13","1.1991e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_13/linpack.txt"
"katafc","linpack","min","14","1.2012e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_14/linpack.txt"
"katafc","linpack","min","15","1.2030e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_15/linpack.txt"
"katafc","linpack","min","16","1.2019e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_16/linpack.txt"
"katafc","linpack","min","17","1.2027e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_17/linpack.txt"
"katafc","linpack","min","18","1.2025e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_18/linpack.txt"
"katafc","linpack","min","19","1.2042e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_19/linpack.txt"
"katafc","linpack","min","2","1.1988e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_2/linpack.txt"
"katafc","linpack","min","20","1.2034e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_20/linpack.txt"
"katafc","linpack","min","21","1.2027e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_21/linpack.txt"
"katafc","linpack","min","22","1.2003e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_22/linpack.txt"
"katafc","linpack","min","23","1.2017e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_23/linpack.txt"
"katafc","linpack","min","24","1.2005e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_24/linpack.txt"
"katafc","linpack","min","25","1.2014e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_25/linpack.txt"
"katafc","linpack","min","26","1.2028e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_26/linpack.txt"
"katafc","linpack","min","27","1.2025e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_27/linpack.txt"
"katafc","linpack","min","28","1.2025e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_28/linpack.txt"
"katafc","linpack","min","29","1.2025e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_29/linpack.txt"
"katafc","linpack","min","3","1.2028e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_3/linpack.txt"
"katafc","linpack","min","30","1.1991e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_30/linpack.txt"
"katafc","linpack","min","31","1.2034e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_31/linpack.txt"
"katafc","linpack","min","32","1.2013e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_32/linpack.txt"
"katafc","linpack","min","33","1.2023e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_33/linpack.txt"
"katafc","linpack","min","34","1.2016e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_34/linpack.txt"
"katafc","linpack","min","35","1.2004e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_35/linpack.txt"
"katafc","linpack","min","4","1.2012e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_4/linpack.txt"
"katafc","linpack","min","5","1.1998e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_5/linpack.txt"
"katafc","linpack","min","6","1.2027e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_6/linpack.txt"
"katafc","linpack","min","7","1.2006e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_7/linpack.txt"
"katafc","linpack","min","8","1.2002e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_8/linpack.txt"
"katafc","linpack","min","9","1.2019e+01","/opt/auswertung/Raw/bench_linpack_repeat35/min/katafc/linpack/repeat_9/linpack.txt"
