"runtime","image_name","ressource_limit","repeat","real_time","user_time","sys_time","filepath"
"default","alpine","default","1","0.754","0.059","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_1/create_time.txt"
"default","alpine","default","1","0.549","0.055","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_1/rm_time.txt"
"default","alpine","default","10","0.785","0.059","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_10/create_time.txt"
"default","alpine","default","10","0.519","0.048","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_10/rm_time.txt"
"default","alpine","default","11","0.738","0.051","0.008","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_11/create_time.txt"
"default","alpine","default","11","0.466","0.046","0.006","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_11/rm_time.txt"
"default","alpine","default","12","0.743","0.046","0.013","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_12/create_time.txt"
"default","alpine","default","12","0.538","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_12/rm_time.txt"
"default","alpine","default","13","0.831","0.055","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_13/create_time.txt"
"default","alpine","default","13","0.483","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_13/rm_time.txt"
"default","alpine","default","14","0.827","0.048","0.011","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_14/create_time.txt"
"default","alpine","default","14","0.512","0.048","0.006","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_14/rm_time.txt"
"default","alpine","default","15","0.819","0.060","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_15/create_time.txt"
"default","alpine","default","15","0.480","0.047","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_15/rm_time.txt"
"default","alpine","default","16","0.784","0.048","0.011","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_16/create_time.txt"
"default","alpine","default","16","0.530","0.049","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_16/rm_time.txt"
"default","alpine","default","17","0.750","0.050","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_17/create_time.txt"
"default","alpine","default","17","0.423","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_17/rm_time.txt"
"default","alpine","default","18","0.740","0.052","0.006","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_18/create_time.txt"
"default","alpine","default","18","0.514","0.049","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_18/rm_time.txt"
"default","alpine","default","19","0.798","0.049","0.012","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_19/create_time.txt"
"default","alpine","default","19","0.466","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_19/rm_time.txt"
"default","alpine","default","2","0.789","0.045","0.013","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_2/create_time.txt"
"default","alpine","default","2","0.473","0.047","0.007","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_2/rm_time.txt"
"default","alpine","default","20","0.792","0.056","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_20/create_time.txt"
"default","alpine","default","20","0.476","0.046","0.008","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_20/rm_time.txt"
"default","alpine","default","21","0.795","0.059","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_21/create_time.txt"
"default","alpine","default","21","0.564","0.054","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_21/rm_time.txt"
"default","alpine","default","22","0.838","0.050","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_22/create_time.txt"
"default","alpine","default","22","0.462","0.049","0.003","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_22/rm_time.txt"
"default","alpine","default","23","0.788","0.045","0.015","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_23/create_time.txt"
"default","alpine","default","23","0.501","0.053","0.003","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_23/rm_time.txt"
"default","alpine","default","24","0.770","0.044","0.015","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_24/create_time.txt"
"default","alpine","default","24","0.486","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_24/rm_time.txt"
"default","alpine","default","25","0.817","0.049","0.011","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_25/create_time.txt"
"default","alpine","default","25","0.526","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_25/rm_time.txt"
"default","alpine","default","26","0.811","0.058","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_26/create_time.txt"
"default","alpine","default","26","0.409","0.049","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_26/rm_time.txt"
"default","alpine","default","27","0.908","0.051","0.007","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_27/create_time.txt"
"default","alpine","default","27","0.535","0.047","0.006","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_27/rm_time.txt"
"default","alpine","default","28","0.720","0.048","0.012","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_28/create_time.txt"
"default","alpine","default","28","0.481","0.050","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_28/rm_time.txt"
"default","alpine","default","29","0.828","0.060","0.008","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_29/create_time.txt"
"default","alpine","default","29","0.485","0.051","0.003","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_29/rm_time.txt"
"default","alpine","default","3","0.749","0.045","0.012","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_3/create_time.txt"
"default","alpine","default","3","0.547","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_3/rm_time.txt"
"default","alpine","default","30","0.810","0.046","0.015","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_30/create_time.txt"
"default","alpine","default","30","0.510","0.061","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_30/rm_time.txt"
"default","alpine","default","31","0.751","0.049","0.010","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_31/create_time.txt"
"default","alpine","default","31","0.525","0.053","0.003","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_31/rm_time.txt"
"default","alpine","default","32","0.784","0.050","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_32/create_time.txt"
"default","alpine","default","32","0.485","0.051","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_32/rm_time.txt"
"default","alpine","default","33","0.777","0.053","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_33/create_time.txt"
"default","alpine","default","33","0.492","0.043","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_33/rm_time.txt"
"default","alpine","default","34","0.814","0.046","0.012","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_34/create_time.txt"
"default","alpine","default","34","0.362","0.047","0.006","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_34/rm_time.txt"
"default","alpine","default","35","0.786","0.045","0.015","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_35/create_time.txt"
"default","alpine","default","35","0.534","0.039","0.013","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_35/rm_time.txt"
"default","alpine","default","4","0.823","0.054","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_4/create_time.txt"
"default","alpine","default","4","0.445","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_4/rm_time.txt"
"default","alpine","default","5","0.759","0.045","0.014","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_5/create_time.txt"
"default","alpine","default","5","0.492","0.037","0.017","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_5/rm_time.txt"
"default","alpine","default","6","0.812","0.055","0.003","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_6/create_time.txt"
"default","alpine","default","6","0.532","0.054","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_6/rm_time.txt"
"default","alpine","default","7","0.758","0.036","0.022","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_7/create_time.txt"
"default","alpine","default","7","0.529","0.051","0.003","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_7/rm_time.txt"
"default","alpine","default","8","0.804","0.059","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_8/create_time.txt"
"default","alpine","default","8","0.467","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_8/rm_time.txt"
"default","alpine","default","9","0.752","0.055","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_9/create_time.txt"
"default","alpine","default","9","0.482","0.058","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/alpine/repeat_9/rm_time.txt"
"default","busybox","default","1","0.804","0.049","0.010","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_1/create_time.txt"
"default","busybox","default","1","0.443","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_1/rm_time.txt"
"default","busybox","default","10","0.827","0.052","0.007","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_10/create_time.txt"
"default","busybox","default","10","0.450","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_10/rm_time.txt"
"default","busybox","default","11","0.798","0.058","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_11/create_time.txt"
"default","busybox","default","11","0.438","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_11/rm_time.txt"
"default","busybox","default","12","0.778","0.050","0.008","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_12/create_time.txt"
"default","busybox","default","12","0.495","0.045","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_12/rm_time.txt"
"default","busybox","default","13","0.817","0.051","0.008","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_13/create_time.txt"
"default","busybox","default","13","0.528","0.045","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_13/rm_time.txt"
"default","busybox","default","14","0.817","0.052","0.006","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_14/create_time.txt"
"default","busybox","default","14","0.517","0.050","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_14/rm_time.txt"
"default","busybox","default","15","0.733","0.048","0.011","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_15/create_time.txt"
"default","busybox","default","15","0.505","0.045","0.008","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_15/rm_time.txt"
"default","busybox","default","16","0.771","0.052","0.006","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_16/create_time.txt"
"default","busybox","default","16","0.439","0.054","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_16/rm_time.txt"
"default","busybox","default","17","0.795","0.044","0.015","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_17/create_time.txt"
"default","busybox","default","17","0.524","0.054","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_17/rm_time.txt"
"default","busybox","default","18","0.796","0.053","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_18/create_time.txt"
"default","busybox","default","18","0.513","0.048","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_18/rm_time.txt"
"default","busybox","default","19","0.758","0.048","0.021","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_19/create_time.txt"
"default","busybox","default","19","0.584","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_19/rm_time.txt"
"default","busybox","default","2","0.788","0.054","0.006","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_2/create_time.txt"
"default","busybox","default","2","0.418","0.045","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_2/rm_time.txt"
"default","busybox","default","20","0.805","0.052","0.007","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_20/create_time.txt"
"default","busybox","default","20","0.387","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_20/rm_time.txt"
"default","busybox","default","21","0.794","0.044","0.013","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_21/create_time.txt"
"default","busybox","default","21","0.510","0.048","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_21/rm_time.txt"
"default","busybox","default","22","0.796","0.048","0.010","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_22/create_time.txt"
"default","busybox","default","22","0.532","0.043","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_22/rm_time.txt"
"default","busybox","default","23","0.800","0.041","0.017","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_23/create_time.txt"
"default","busybox","default","23","0.387","0.044","0.010","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_23/rm_time.txt"
"default","busybox","default","24","1.011","0.049","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_24/create_time.txt"
"default","busybox","default","24","0.578","0.043","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_24/rm_time.txt"
"default","busybox","default","25","0.824","0.049","0.010","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_25/create_time.txt"
"default","busybox","default","25","0.505","0.037","0.016","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_25/rm_time.txt"
"default","busybox","default","26","0.756","0.054","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_26/create_time.txt"
"default","busybox","default","26","0.485","0.043","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_26/rm_time.txt"
"default","busybox","default","27","0.763","0.047","0.012","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_27/create_time.txt"
"default","busybox","default","27","0.467","0.048","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_27/rm_time.txt"
"default","busybox","default","28","0.859","0.050","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_28/create_time.txt"
"default","busybox","default","28","0.548","0.043","0.010","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_28/rm_time.txt"
"default","busybox","default","29","0.772","0.051","0.006","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_29/create_time.txt"
"default","busybox","default","29","0.454","0.048","0.007","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_29/rm_time.txt"
"default","busybox","default","3","0.887","0.055","0.016","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_3/create_time.txt"
"default","busybox","default","3","0.502","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_3/rm_time.txt"
"default","busybox","default","30","1.766","0.052","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_30/create_time.txt"
"default","busybox","default","30","0.502","0.035","0.017","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_30/rm_time.txt"
"default","busybox","default","31","0.799","0.058","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_31/create_time.txt"
"default","busybox","default","31","0.502","0.034","0.017","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_31/rm_time.txt"
"default","busybox","default","32","0.890","0.047","0.012","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_32/create_time.txt"
"default","busybox","default","32","0.461","0.051","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_32/rm_time.txt"
"default","busybox","default","33","0.843","0.054","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_33/create_time.txt"
"default","busybox","default","33","0.492","0.044","0.011","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_33/rm_time.txt"
"default","busybox","default","34","0.807","0.050","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_34/create_time.txt"
"default","busybox","default","34","0.510","0.043","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_34/rm_time.txt"
"default","busybox","default","35","0.772","0.045","0.013","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_35/create_time.txt"
"default","busybox","default","35","0.474","0.045","0.010","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_35/rm_time.txt"
"default","busybox","default","4","0.836","0.040","0.020","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_4/create_time.txt"
"default","busybox","default","4","0.379","0.049","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_4/rm_time.txt"
"default","busybox","default","5","0.865","0.062","0.006","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_5/create_time.txt"
"default","busybox","default","5","0.564","0.041","0.012","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_5/rm_time.txt"
"default","busybox","default","6","0.747","0.048","0.011","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_6/create_time.txt"
"default","busybox","default","6","0.469","0.037","0.016","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_6/rm_time.txt"
"default","busybox","default","7","0.836","0.046","0.013","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_7/create_time.txt"
"default","busybox","default","7","0.578","0.041","0.012","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_7/rm_time.txt"
"default","busybox","default","8","0.771","0.033","0.027","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_8/create_time.txt"
"default","busybox","default","8","0.428","0.048","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_8/rm_time.txt"
"default","busybox","default","9","0.871","0.052","0.007","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_9/create_time.txt"
"default","busybox","default","9","0.565","0.057","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/busybox/repeat_9/rm_time.txt"
"default","go-httpd","default","1","0.833","0.043","0.014","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_1/create_time.txt"
"default","go-httpd","default","1","1.078","0.042","0.011","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_1/rm_time.txt"
"default","go-httpd","default","10","0.835","0.048","0.011","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_10/create_time.txt"
"default","go-httpd","default","10","1.015","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_10/rm_time.txt"
"default","go-httpd","default","11","0.764","0.041","0.018","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_11/create_time.txt"
"default","go-httpd","default","11","0.992","0.047","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_11/rm_time.txt"
"default","go-httpd","default","12","0.799","0.047","0.012","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_12/create_time.txt"
"default","go-httpd","default","12","1.003","0.043","0.010","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_12/rm_time.txt"
"default","go-httpd","default","13","0.790","0.062","0.006","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_13/create_time.txt"
"default","go-httpd","default","13","1.076","0.047","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_13/rm_time.txt"
"default","go-httpd","default","14","0.819","0.054","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_14/create_time.txt"
"default","go-httpd","default","14","0.994","0.049","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_14/rm_time.txt"
"default","go-httpd","default","15","0.801","0.038","0.021","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_15/create_time.txt"
"default","go-httpd","default","15","0.995","0.036","0.018","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_15/rm_time.txt"
"default","go-httpd","default","16","0.806","0.040","0.020","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_16/create_time.txt"
"default","go-httpd","default","16","1.056","0.048","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_16/rm_time.txt"
"default","go-httpd","default","17","0.813","0.039","0.018","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_17/create_time.txt"
"default","go-httpd","default","17","0.999","0.050","0.003","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_17/rm_time.txt"
"default","go-httpd","default","18","0.764","0.044","0.015","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_18/create_time.txt"
"default","go-httpd","default","18","1.100","0.047","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_18/rm_time.txt"
"default","go-httpd","default","19","0.870","0.050","0.010","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_19/create_time.txt"
"default","go-httpd","default","19","0.949","0.037","0.016","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_19/rm_time.txt"
"default","go-httpd","default","2","0.830","0.055","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_2/create_time.txt"
"default","go-httpd","default","2","0.991","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_2/rm_time.txt"
"default","go-httpd","default","20","0.800","0.041","0.018","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_20/create_time.txt"
"default","go-httpd","default","20","1.003","0.042","0.011","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_20/rm_time.txt"
"default","go-httpd","default","21","0.790","0.051","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_21/create_time.txt"
"default","go-httpd","default","21","0.995","0.050","0.003","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_21/rm_time.txt"
"default","go-httpd","default","22","0.755","0.049","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_22/create_time.txt"
"default","go-httpd","default","22","0.974","0.050","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_22/rm_time.txt"
"default","go-httpd","default","23","0.822","0.047","0.012","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_23/create_time.txt"
"default","go-httpd","default","23","1.004","0.046","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_23/rm_time.txt"
"default","go-httpd","default","24","0.799","0.059","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_24/create_time.txt"
"default","go-httpd","default","24","1.039","0.045","0.010","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_24/rm_time.txt"
"default","go-httpd","default","25","0.863","0.055","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_25/create_time.txt"
"default","go-httpd","default","25","1.020","0.049","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_25/rm_time.txt"
"default","go-httpd","default","26","0.848","0.051","0.008","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_26/create_time.txt"
"default","go-httpd","default","26","0.992","0.049","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_26/rm_time.txt"
"default","go-httpd","default","27","0.788","0.054","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_27/create_time.txt"
"default","go-httpd","default","27","1.017","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_27/rm_time.txt"
"default","go-httpd","default","28","0.789","0.053","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_28/create_time.txt"
"default","go-httpd","default","28","0.985","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_28/rm_time.txt"
"default","go-httpd","default","29","0.875","0.043","0.016","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_29/create_time.txt"
"default","go-httpd","default","29","0.991","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_29/rm_time.txt"
"default","go-httpd","default","3","0.766","0.053","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_3/create_time.txt"
"default","go-httpd","default","3","1.105","0.044","0.010","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_3/rm_time.txt"
"default","go-httpd","default","30","0.819","0.043","0.015","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_30/create_time.txt"
"default","go-httpd","default","30","0.988","0.043","0.010","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_30/rm_time.txt"
"default","go-httpd","default","31","0.879","0.052","0.006","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_31/create_time.txt"
"default","go-httpd","default","31","1.022","0.043","0.010","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_31/rm_time.txt"
"default","go-httpd","default","32","0.839","0.052","0.007","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_32/create_time.txt"
"default","go-httpd","default","32","1.044","0.054","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_32/rm_time.txt"
"default","go-httpd","default","33","0.813","0.053","0.006","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_33/create_time.txt"
"default","go-httpd","default","33","0.982","0.048","0.006","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_33/rm_time.txt"
"default","go-httpd","default","34","0.806","0.052","0.009","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_34/create_time.txt"
"default","go-httpd","default","34","1.077","0.044","0.010","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_34/rm_time.txt"
"default","go-httpd","default","35","0.761","0.054","0.005","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_35/create_time.txt"
"default","go-httpd","default","35","1.015","0.049","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_35/rm_time.txt"
"default","go-httpd","default","4","0.834","0.059","0.000","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_4/create_time.txt"
"default","go-httpd","default","4","0.997","0.049","0.004","/opt/auswertung/Raw/bench_time_repeat35/default/default/go-httpd/repeat_4/rm_time.txt"
